case_id,child_id,episode_id,note_date,note_type,note_text,author
,473,86,2023-11-01,review,Court hearing scheduled for next month regarding permanency.,J. Smith
,473,86,2023-09-01,visit,Medical examination completed. All immunizations up to date.,R. Davis
,473,86,2023-10-22,assessment,Initial assessment completed. Child appears safe in current placement.,K. Brown
,473,86,2023-10-31,visit,Safety concerns noted during home visit. Follow-up required.,M. Johnson
,473,86,2023-06-12,review,Child expressed desire to maintain contact with siblings.,K. Brown
187.0,27,87,2025-07-15,visit,Monthly visit conducted. Child is adjusting well to school.,K. Brown
187.0,27,87,2025-06-23,court,Monthly visit conducted. Child is adjusting well to school.,M. Johnson
299.0,27,87,2025-01-17,visit,Safety concerns noted during home visit. Follow-up required.,J. Smith
299.0,27,87,2024-11-20,visit,Safety concerns noted during home visit. Follow-up required.,M. Johnson
187.0,27,87,2025-09-08,court,Educational needs assessment conducted. IEP recommended.,R. Davis
159.0,21,88,2025-11-04,visit,Child expressed desire to maintain contact with siblings.,J. Smith
159.0,21,88,2025-09-22,assessment,Medical examination completed. All immunizations up to date.,J. Smith
159.0,21,88,2025-10-21,assessment,Court hearing scheduled for next month regarding permanency.,R. Davis
159.0,21,88,2025-08-16,assessment,Therapeutic services initiated. Child responding well to counseling.,K. Brown
,112,89,2024-06-10,assessment,Educational needs assessment conducted. IEP recommended.,A. Williams
,112,89,2023-06-14,assessment,Monthly visit conducted. Child is adjusting well to school.,R. Davis
,112,89,2025-06-26,assessment,Initial assessment completed. Child appears safe in current placement.,K. Brown
,112,89,2023-04-09,service,Medical examination completed. All immunizations up to date.,R. Davis
,112,89,2023-09-01,assessment,Initial assessment completed. Child appears safe in current placement.,K. Brown
272.0,490,90,2025-10-16,review,Parent-child visit supervised. Positive interaction observed.,A. Williams
105.0,490,90,2025-10-07,court,Parent-child visit supervised. Positive interaction observed.,A. Williams
272.0,490,90,2025-10-19,service,Child expressed desire to maintain contact with siblings.,R. Davis
272.0,490,90,2025-09-29,court,Monthly visit conducted. Child is adjusting well to school.,M. Johnson
272.0,490,90,2025-09-14,service,Educational needs assessment conducted. IEP recommended.,A. Williams
272.0,490,90,2025-09-22,visit,Court hearing scheduled for next month regarding permanency.,K. Brown
272.0,490,90,2025-11-07,visit,Safety concerns noted during home visit. Follow-up required.,K. Brown
24.0,383,91,2024-03-03,service,Case review meeting held with team. Progress toward goals noted.,K. Brown
7.0,383,91,2024-01-18,visit,Therapeutic services initiated. Child responding well to counseling.,A. Williams
7.0,383,91,2023-10-18,service,Initial assessment completed. Child appears safe in current placement.,R. Davis
24.0,383,91,2024-03-02,court,Safety concerns noted during home visit. Follow-up required.,K. Brown
24.0,383,91,2023-08-20,service,Child expressed desire to maintain contact with siblings.,A. Williams
272.0,283,92,2024-09-19,assessment,Safety concerns noted during home visit. Follow-up required.,J. Smith
272.0,283,92,2024-10-30,service,Parent-child visit supervised. Positive interaction observed.,R. Davis
6.0,283,92,2024-06-07,visit,Case review meeting held with team. Progress toward goals noted.,R. Davis
21.0,333,93,2024-02-13,visit,Child expressed desire to maintain contact with siblings.,J. Smith
196.0,333,93,2025-09-24,court,Medical examination completed. All immunizations up to date.,J. Smith
21.0,333,93,2025-08-04,review,Parent-child visit supervised. Positive interaction observed.,A. Williams
62.0,333,93,2025-04-04,assessment,Medical examination completed. All immunizations up to date.,K. Brown
62.0,333,93,2025-10-08,court,Court hearing scheduled for next month regarding permanency.,A. Williams
245.0,333,93,2024-09-07,assessment,Medical examination completed. All immunizations up to date.,M. Johnson
21.0,333,93,2023-10-17,visit,Medical examination completed. All immunizations up to date.,J. Smith
245.0,333,93,2025-02-28,service,Initial assessment completed. Child appears safe in current placement.,M. Johnson
295.0,452,94,2024-09-02,assessment,Parent-child visit supervised. Positive interaction observed.,J. Smith
295.0,452,94,2024-07-04,service,Child expressed desire to maintain contact with siblings.,M. Johnson
295.0,452,94,2024-06-29,visit,Monthly visit conducted. Child is adjusting well to school.,R. Davis
295.0,452,94,2025-04-23,visit,Medical examination completed. All immunizations up to date.,R. Davis
295.0,452,94,2023-10-31,review,Child expressed desire to maintain contact with siblings.,M. Johnson
297.0,452,94,2024-09-24,service,Medical examination completed. All immunizations up to date.,J. Smith
297.0,452,94,2024-09-03,service,Parent-child visit supervised. Positive interaction observed.,J. Smith
285.0,390,95,2025-10-24,service,Child expressed desire to maintain contact with siblings.,A. Williams
25.0,390,95,2025-03-06,assessment,Child expressed desire to maintain contact with siblings.,R. Davis
147.0,390,95,2024-10-03,court,Medical examination completed. All immunizations up to date.,R. Davis
147.0,390,95,2024-08-29,visit,Educational needs assessment conducted. IEP recommended.,K. Brown
285.0,390,95,2025-01-07,visit,Educational needs assessment conducted. IEP recommended.,M. Johnson
25.0,390,95,2025-08-05,service,Parent-child visit supervised. Positive interaction observed.,K. Brown
147.0,390,95,2025-01-04,review,Monthly visit conducted. Child is adjusting well to school.,A. Williams
27.0,24,96,2022-10-25,visit,Medical examination completed. All immunizations up to date.,M. Johnson
27.0,24,96,2022-11-27,review,Parent-child visit supervised. Positive interaction observed.,J. Smith
27.0,24,96,2022-10-24,review,Educational needs assessment conducted. IEP recommended.,R. Davis
27.0,24,96,2023-05-30,visit,Educational needs assessment conducted. IEP recommended.,A. Williams
27.0,24,96,2023-03-11,court,Court hearing scheduled for next month regarding permanency.,J. Smith
27.0,24,96,2023-01-24,visit,Therapeutic services initiated. Child responding well to counseling.,M. Johnson
27.0,24,96,2023-05-27,review,Educational needs assessment conducted. IEP recommended.,A. Williams
27.0,24,96,2022-12-11,service,Educational needs assessment conducted. IEP recommended.,R. Davis
300.0,284,97,2023-01-31,visit,Child expressed desire to maintain contact with siblings.,M. Johnson
212.0,284,97,2022-07-27,review,Monthly visit conducted. Child is adjusting well to school.,M. Johnson
300.0,284,97,2023-08-08,visit,Initial assessment completed. Child appears safe in current placement.,K. Brown
212.0,284,97,2025-04-09,review,Educational needs assessment conducted. IEP recommended.,M. Johnson
101.0,79,98,2025-03-25,court,Monthly visit conducted. Child is adjusting well to school.,K. Brown
269.0,79,98,2025-01-30,review,Safety concerns noted during home visit. Follow-up required.,R. Davis
178.0,79,98,2025-03-11,assessment,Therapeutic services initiated. Child responding well to counseling.,R. Davis
178.0,79,98,2025-08-18,review,Safety concerns noted during home visit. Follow-up required.,R. Davis
269.0,79,98,2025-07-08,service,Educational needs assessment conducted. IEP recommended.,M. Johnson
178.0,79,98,2025-02-18,assessment,Medical examination completed. All immunizations up to date.,K. Brown
269.0,79,98,2024-09-07,service,Court hearing scheduled for next month regarding permanency.,M. Johnson
101.0,79,98,2025-04-30,visit,Therapeutic services initiated. Child responding well to counseling.,M. Johnson
101.0,79,98,2024-12-13,review,Educational needs assessment conducted. IEP recommended.,A. Williams
68.0,427,99,2024-07-24,review,Court hearing scheduled for next month regarding permanency.,J. Smith
68.0,427,99,2025-05-16,court,Initial assessment completed. Child appears safe in current placement.,M. Johnson
68.0,427,99,2025-02-28,service,Case review meeting held with team. Progress toward goals noted.,A. Williams
68.0,427,99,2025-06-03,court,Medical examination completed. All immunizations up to date.,R. Davis
200.0,132,100,2023-06-19,visit,Parent-child visit supervised. Positive interaction observed.,A. Williams
200.0,132,100,2024-01-12,review,Monthly visit conducted. Child is adjusting well to school.,M. Johnson
200.0,132,100,2025-03-06,review,Case review meeting held with team. Progress toward goals noted.,R. Davis
200.0,132,100,2024-08-01,assessment,Court hearing scheduled for next month regarding permanency.,J. Smith
200.0,132,100,2024-04-30,visit,Case review meeting held with team. Progress toward goals noted.,M. Johnson
200.0,132,100,2023-11-01,service,Initial assessment completed. Child appears safe in current placement.,A. Williams
284.0,376,101,2023-12-10,review,Educational needs assessment conducted. IEP recommended.,K. Brown
284.0,376,101,2025-08-28,court,Therapeutic services initiated. Child responding well to counseling.,R. Davis
284.0,376,101,2024-02-15,review,Child expressed desire to maintain contact with siblings.,K. Brown
284.0,376,101,2024-11-15,court,Therapeutic services initiated. Child responding well to counseling.,R. Davis
68.0,251,102,2025-02-09,review,Parent-child visit supervised. Positive interaction observed.,M. Johnson
68.0,251,102,2024-12-07,service,Medical examination completed. All immunizations up to date.,K. Brown
68.0,251,102,2025-01-30,visit,Medical examination completed. All immunizations up to date.,K. Brown
68.0,251,102,2024-12-25,visit,Safety concerns noted during home visit. Follow-up required.,K. Brown
68.0,251,102,2024-12-24,assessment,Case review meeting held with team. Progress toward goals noted.,R. Davis
68.0,251,102,2024-11-14,court,Court hearing scheduled for next month regarding permanency.,J. Smith
68.0,251,102,2024-11-16,court,Medical examination completed. All immunizations up to date.,M. Johnson
68.0,251,102,2024-09-28,court,Monthly visit conducted. Child is adjusting well to school.,A. Williams
46.0,430,103,2025-09-14,review,Therapeutic services initiated. Child responding well to counseling.,J. Smith
46.0,430,103,2025-07-18,service,Initial assessment completed. Child appears safe in current placement.,A. Williams
46.0,430,103,2025-07-18,review,Initial assessment completed. Child appears safe in current placement.,K. Brown
46.0,430,103,2025-09-02,assessment,Educational needs assessment conducted. IEP recommended.,R. Davis
46.0,430,103,2025-06-04,court,Initial assessment completed. Child appears safe in current placement.,R. Davis
46.0,430,103,2025-06-17,assessment,Monthly visit conducted. Child is adjusting well to school.,K. Brown
46.0,430,103,2025-06-08,service,Initial assessment completed. Child appears safe in current placement.,A. Williams
46.0,71,104,2025-04-14,assessment,Case review meeting held with team. Progress toward goals noted.,J. Smith
46.0,71,104,2024-02-06,assessment,Case review meeting held with team. Progress toward goals noted.,A. Williams
46.0,71,104,2025-02-16,service,Child expressed desire to maintain contact with siblings.,J. Smith
46.0,71,104,2022-08-07,review,Court hearing scheduled for next month regarding permanency.,A. Williams
34.0,5,105,2024-10-14,visit,Therapeutic services initiated. Child responding well to counseling.,R. Davis
34.0,5,105,2024-10-27,assessment,Initial assessment completed. Child appears safe in current placement.,A. Williams
34.0,5,105,2024-12-05,visit,Safety concerns noted during home visit. Follow-up required.,K. Brown
34.0,5,105,2025-05-04,review,Educational needs assessment conducted. IEP recommended.,J. Smith
23.0,317,106,2022-09-13,visit,Court hearing scheduled for next month regarding permanency.,A. Williams
23.0,317,106,2025-07-04,assessment,Initial assessment completed. Child appears safe in current placement.,M. Johnson
278.0,317,106,2025-10-08,service,Monthly visit conducted. Child is adjusting well to school.,M. Johnson
23.0,317,106,2023-12-02,assessment,Therapeutic services initiated. Child responding well to counseling.,J. Smith
274.0,338,107,2024-08-22,court,Court hearing scheduled for next month regarding permanency.,R. Davis
274.0,338,107,2024-10-20,assessment,Parent-child visit supervised. Positive interaction observed.,A. Williams
274.0,338,107,2024-02-25,court,Therapeutic services initiated. Child responding well to counseling.,K. Brown
274.0,338,107,2024-07-07,service,Safety concerns noted during home visit. Follow-up required.,R. Davis
274.0,338,107,2025-01-26,review,Educational needs assessment conducted. IEP recommended.,M. Johnson
274.0,338,107,2023-03-29,assessment,Medical examination completed. All immunizations up to date.,R. Davis
274.0,338,107,2024-03-19,court,Therapeutic services initiated. Child responding well to counseling.,M. Johnson
274.0,338,107,2024-12-13,visit,Medical examination completed. All immunizations up to date.,M. Johnson
274.0,338,107,2024-06-24,service,Therapeutic services initiated. Child responding well to counseling.,J. Smith
,211,108,2025-10-17,assessment,Educational needs assessment conducted. IEP recommended.,M. Johnson
,211,108,2025-10-13,review,Safety concerns noted during home visit. Follow-up required.,A. Williams
,211,108,2025-10-20,service,Case review meeting held with team. Progress toward goals noted.,J. Smith
,211,108,2025-10-04,visit,Safety concerns noted during home visit. Follow-up required.,J. Smith
296.0,275,109,2025-05-05,court,Safety concerns noted during home visit. Follow-up required.,J. Smith
296.0,275,109,2024-09-07,court,Court hearing scheduled for next month regarding permanency.,K. Brown
206.0,275,109,2025-09-10,visit,Educational needs assessment conducted. IEP recommended.,R. Davis
296.0,275,109,2025-06-10,service,Educational needs assessment conducted. IEP recommended.,M. Johnson
296.0,275,109,2024-11-13,review,Safety concerns noted during home visit. Follow-up required.,K. Brown
133.0,413,110,2025-03-08,assessment,Medical examination completed. All immunizations up to date.,J. Smith
133.0,413,110,2025-05-09,court,Case review meeting held with team. Progress toward goals noted.,K. Brown
133.0,413,110,2025-08-05,assessment,Medical examination completed. All immunizations up to date.,M. Johnson
133.0,413,110,2025-03-08,review,Court hearing scheduled for next month regarding permanency.,M. Johnson
133.0,413,110,2025-09-10,visit,Monthly visit conducted. Child is adjusting well to school.,A. Williams
133.0,413,110,2025-11-02,court,Educational needs assessment conducted. IEP recommended.,K. Brown
133.0,413,110,2024-12-29,visit,Court hearing scheduled for next month regarding permanency.,M. Johnson
133.0,413,110,2025-01-02,court,Monthly visit conducted. Child is adjusting well to school.,M. Johnson
133.0,413,110,2025-02-03,service,Monthly visit conducted. Child is adjusting well to school.,M. Johnson
11.0,77,111,2025-06-20,service,Court hearing scheduled for next month regarding permanency.,A. Williams
165.0,77,111,2024-09-12,review,Child expressed desire to maintain contact with siblings.,M. Johnson
165.0,77,111,2025-09-28,service,Parent-child visit supervised. Positive interaction observed.,J. Smith
11.0,77,111,2025-07-03,court,Court hearing scheduled for next month regarding permanency.,K. Brown
165.0,77,111,2025-05-02,service,Case review meeting held with team. Progress toward goals noted.,K. Brown
,418,112,2024-10-03,service,Case review meeting held with team. Progress toward goals noted.,J. Smith
,418,112,2024-05-28,review,Court hearing scheduled for next month regarding permanency.,M. Johnson
,418,112,2024-10-25,court,Safety concerns noted during home visit. Follow-up required.,R. Davis
,418,112,2023-10-15,review,Case review meeting held with team. Progress toward goals noted.,K. Brown
193.0,192,113,2025-04-21,assessment,Educational needs assessment conducted. IEP recommended.,M. Johnson
193.0,192,113,2023-08-14,court,Child expressed desire to maintain contact with siblings.,J. Smith
194.0,192,113,2024-06-11,assessment,Child expressed desire to maintain contact with siblings.,M. Johnson
194.0,192,113,2024-04-16,service,Educational needs assessment conducted. IEP recommended.,J. Smith
,154,114,2022-03-25,assessment,Court hearing scheduled for next month regarding permanency.,K. Brown
,154,114,2022-05-31,review,Monthly visit conducted. Child is adjusting well to school.,K. Brown
,154,114,2021-12-29,court,Monthly visit conducted. Child is adjusting well to school.,K. Brown
,154,114,2021-12-11,assessment,Safety concerns noted during home visit. Follow-up required.,M. Johnson
,154,114,2022-05-04,review,Child expressed desire to maintain contact with siblings.,K. Brown
,154,114,2021-12-10,service,Child expressed desire to maintain contact with siblings.,K. Brown
,154,114,2021-12-21,court,Child expressed desire to maintain contact with siblings.,A. Williams
273.0,48,115,2025-03-10,review,Safety concerns noted during home visit. Follow-up required.,K. Brown
273.0,48,115,2025-06-29,review,Safety concerns noted during home visit. Follow-up required.,J. Smith
273.0,48,115,2025-09-12,service,Medical examination completed. All immunizations up to date.,K. Brown
273.0,48,115,2025-05-21,assessment,Initial assessment completed. Child appears safe in current placement.,A. Williams
,29,116,2023-04-22,review,Case review meeting held with team. Progress toward goals noted.,K. Brown
,29,116,2024-08-20,visit,Educational needs assessment conducted. IEP recommended.,A. Williams
,29,116,2022-06-03,visit,Educational needs assessment conducted. IEP recommended.,K. Brown
,29,116,2024-04-03,visit,Case review meeting held with team. Progress toward goals noted.,A. Williams
,29,116,2023-08-12,service,Safety concerns noted during home visit. Follow-up required.,A. Williams
,29,116,2022-05-01,review,Therapeutic services initiated. Child responding well to counseling.,M. Johnson
,29,116,2023-11-04,court,Child expressed desire to maintain contact with siblings.,J. Smith
291.0,256,117,2024-03-31,visit,Case review meeting held with team. Progress toward goals noted.,J. Smith
247.0,256,117,2024-05-03,review,Child expressed desire to maintain contact with siblings.,M. Johnson
247.0,256,117,2023-10-30,review,Monthly visit conducted. Child is adjusting well to school.,M. Johnson
247.0,256,117,2025-05-17,service,Child expressed desire to maintain contact with siblings.,A. Williams
291.0,256,117,2024-04-21,review,Parent-child visit supervised. Positive interaction observed.,R. Davis
291.0,256,117,2024-12-06,visit,Monthly visit conducted. Child is adjusting well to school.,A. Williams
247.0,256,117,2024-05-19,assessment,Case review meeting held with team. Progress toward goals noted.,J. Smith
247.0,256,117,2024-05-29,court,Therapeutic services initiated. Child responding well to counseling.,K. Brown
247.0,256,117,2024-06-17,assessment,Therapeutic services initiated. Child responding well to counseling.,J. Smith
291.0,256,117,2025-09-06,visit,Parent-child visit supervised. Positive interaction observed.,R. Davis
81.0,440,118,2025-05-04,visit,Safety concerns noted during home visit. Follow-up required.,R. Davis
81.0,440,118,2025-05-26,service,Therapeutic services initiated. Child responding well to counseling.,M. Johnson
81.0,440,118,2025-05-01,review,Child expressed desire to maintain contact with siblings.,M. Johnson
81.0,440,118,2025-06-21,court,Initial assessment completed. Child appears safe in current placement.,K. Brown
81.0,440,118,2025-04-22,service,Court hearing scheduled for next month regarding permanency.,A. Williams
81.0,440,118,2025-04-30,review,Safety concerns noted during home visit. Follow-up required.,J. Smith
81.0,440,118,2025-04-24,visit,Safety concerns noted during home visit. Follow-up required.,M. Johnson
73.0,462,119,2023-08-09,review,Educational needs assessment conducted. IEP recommended.,R. Davis
73.0,462,119,2023-01-25,review,Child expressed desire to maintain contact with siblings.,K. Brown
73.0,462,119,2024-06-30,court,Safety concerns noted during home visit. Follow-up required.,A. Williams
73.0,462,119,2022-11-10,assessment,Educational needs assessment conducted. IEP recommended.,K. Brown
228.0,474,120,2025-09-22,service,Therapeutic services initiated. Child responding well to counseling.,K. Brown
228.0,474,120,2025-05-17,service,Medical examination completed. All immunizations up to date.,A. Williams
228.0,474,120,2025-05-30,review,Safety concerns noted during home visit. Follow-up required.,A. Williams
275.0,474,120,2025-07-22,service,Educational needs assessment conducted. IEP recommended.,J. Smith
228.0,474,120,2025-06-17,review,Safety concerns noted during home visit. Follow-up required.,R. Davis
275.0,474,120,2025-08-27,visit,Therapeutic services initiated. Child responding well to counseling.,R. Davis
,289,121,2023-05-25,service,Medical examination completed. All immunizations up to date.,M. Johnson
,289,121,2024-03-15,review,Monthly visit conducted. Child is adjusting well to school.,J. Smith
,289,121,2024-04-19,assessment,Parent-child visit supervised. Positive interaction observed.,J. Smith
,289,121,2025-04-12,court,Court hearing scheduled for next month regarding permanency.,M. Johnson
,289,121,2024-04-30,review,Child expressed desire to maintain contact with siblings.,A. Williams
,289,121,2023-04-20,service,Case review meeting held with team. Progress toward goals noted.,A. Williams
,289,121,2023-11-15,court,Monthly visit conducted. Child is adjusting well to school.,A. Williams
,289,121,2024-11-23,review,Medical examination completed. All immunizations up to date.,K. Brown
,289,121,2023-05-06,service,Educational needs assessment conducted. IEP recommended.,K. Brown
,289,121,2023-09-08,service,Court hearing scheduled for next month regarding permanency.,M. Johnson
36.0,493,122,2025-01-04,review,Safety concerns noted during home visit. Follow-up required.,K. Brown
36.0,493,122,2025-07-11,visit,Child expressed desire to maintain contact with siblings.,R. Davis
289.0,493,122,2025-07-10,service,Child expressed desire to maintain contact with siblings.,M. Johnson
36.0,493,122,2025-07-01,review,Parent-child visit supervised. Positive interaction observed.,M. Johnson
36.0,493,122,2025-06-18,review,Case review meeting held with team. Progress toward goals noted.,K. Brown
289.0,493,122,2024-08-21,review,Parent-child visit supervised. Positive interaction observed.,M. Johnson
289.0,493,122,2025-05-28,visit,Safety concerns noted during home visit. Follow-up required.,J. Smith
289.0,493,122,2025-08-25,review,Medical examination completed. All immunizations up to date.,M. Johnson
36.0,493,122,2025-10-19,service,Safety concerns noted during home visit. Follow-up required.,M. Johnson
,476,123,2025-09-01,assessment,Safety concerns noted during home visit. Follow-up required.,M. Johnson
,476,123,2025-07-18,visit,Initial assessment completed. Child appears safe in current placement.,M. Johnson
,476,123,2025-09-28,service,Educational needs assessment conducted. IEP recommended.,M. Johnson
,476,123,2025-10-26,review,Educational needs assessment conducted. IEP recommended.,M. Johnson
,476,123,2025-06-18,service,Medical examination completed. All immunizations up to date.,J. Smith
,291,124,2024-01-14,assessment,Educational needs assessment conducted. IEP recommended.,J. Smith
,291,124,2023-08-11,visit,Child expressed desire to maintain contact with siblings.,R. Davis
,291,124,2024-11-27,service,Monthly visit conducted. Child is adjusting well to school.,K. Brown
,291,124,2024-04-26,review,Monthly visit conducted. Child is adjusting well to school.,R. Davis
,291,124,2025-05-27,review,Initial assessment completed. Child appears safe in current placement.,K. Brown
,291,124,2024-12-08,visit,Therapeutic services initiated. Child responding well to counseling.,K. Brown
,291,124,2025-08-15,visit,Safety concerns noted during home visit. Follow-up required.,K. Brown
,291,124,2025-08-06,review,Educational needs assessment conducted. IEP recommended.,K. Brown
14.0,197,125,2025-01-21,court,Case review meeting held with team. Progress toward goals noted.,J. Smith
14.0,197,125,2025-06-28,court,Child expressed desire to maintain contact with siblings.,A. Williams
14.0,197,125,2025-01-31,service,Parent-child visit supervised. Positive interaction observed.,A. Williams
154.0,197,125,2025-01-19,visit,Educational needs assessment conducted. IEP recommended.,K. Brown
,28,126,2025-10-01,court,Safety concerns noted during home visit. Follow-up required.,A. Williams
,28,126,2025-09-14,service,Safety concerns noted during home visit. Follow-up required.,K. Brown
,28,126,2025-09-17,court,Case review meeting held with team. Progress toward goals noted.,A. Williams
,28,126,2025-08-21,visit,Court hearing scheduled for next month regarding permanency.,M. Johnson
,28,126,2025-08-02,court,Initial assessment completed. Child appears safe in current placement.,M. Johnson
,28,126,2025-11-02,court,Case review meeting held with team. Progress toward goals noted.,A. Williams
96.0,310,127,2023-03-10,review,Therapeutic services initiated. Child responding well to counseling.,K. Brown
156.0,310,127,2024-04-29,court,Court hearing scheduled for next month regarding permanency.,M. Johnson
156.0,310,127,2022-09-27,service,Therapeutic services initiated. Child responding well to counseling.,M. Johnson
96.0,310,127,2022-05-28,review,Therapeutic services initiated. Child responding well to counseling.,M. Johnson
96.0,310,127,2023-12-19,court,Safety concerns noted during home visit. Follow-up required.,R. Davis
156.0,310,127,2024-06-01,service,Case review meeting held with team. Progress toward goals noted.,M. Johnson
96.0,310,127,2023-04-17,review,Medical examination completed. All immunizations up to date.,A. Williams
142.0,325,128,2025-04-19,assessment,Medical examination completed. All immunizations up to date.,K. Brown
142.0,325,128,2024-09-23,service,Initial assessment completed. Child appears safe in current placement.,J. Smith
94.0,325,128,2025-03-13,court,Parent-child visit supervised. Positive interaction observed.,M. Johnson
142.0,325,128,2024-08-28,review,Monthly visit conducted. Child is adjusting well to school.,M. Johnson
142.0,325,128,2025-03-28,service,Case review meeting held with team. Progress toward goals noted.,J. Smith
94.0,325,128,2026-08-05,assessment,Safety concerns noted during home visit. Follow-up required.,J. Smith
94.0,325,128,2025-05-10,court,Medical examination completed. All immunizations up to date.,J. Smith
94.0,325,128,2024-12-30,visit,Educational needs assessment conducted. IEP recommended.,R. Davis
,183,129,2023-05-10,court,Court hearing scheduled for next month regarding permanency.,M. Johnson
,183,129,2023-04-23,service,Court hearing scheduled for next month regarding permanency.,J. Smith
,183,129,2024-05-17,court,Medical examination completed. All immunizations up to date.,A. Williams
,183,129,2022-12-04,assessment,Monthly visit conducted. Child is adjusting well to school.,M. Johnson
,183,129,2024-02-19,court,Initial assessment completed. Child appears safe in current placement.,M. Johnson
,183,129,2023-04-23,assessment,Case review meeting held with team. Progress toward goals noted.,R. Davis
123.0,339,130,2024-12-09,review,Initial assessment completed. Child appears safe in current placement.,A. Williams
123.0,339,130,2025-11-07,assessment,Educational needs assessment conducted. IEP recommended.,J. Smith
123.0,339,130,2024-11-16,service,Parent-child visit supervised. Positive interaction observed.,J. Smith
123.0,339,130,2025-02-27,review,Educational needs assessment conducted. IEP recommended.,A. Williams
123.0,339,130,2025-03-26,review,Child expressed desire to maintain contact with siblings.,J. Smith
123.0,339,130,2025-08-28,assessment,Case review meeting held with team. Progress toward goals noted.,R. Davis
123.0,339,130,2025-10-03,visit,Therapeutic services initiated. Child responding well to counseling.,K. Brown
123.0,339,130,2025-04-28,service,Court hearing scheduled for next month regarding permanency.,A. Williams
123.0,339,130,2025-01-22,review,Therapeutic services initiated. Child responding well to counseling.,A. Williams
123.0,339,130,2024-05-18,court,Therapeutic services initiated. Child responding well to counseling.,R. Davis
82.0,409,131,2024-10-29,visit,Court hearing scheduled for next month regarding permanency.,K. Brown
82.0,409,131,2024-05-23,review,Educational needs assessment conducted. IEP recommended.,K. Brown
82.0,409,131,2024-07-02,visit,Child expressed desire to maintain contact with siblings.,A. Williams
82.0,409,131,2024-06-15,court,Medical examination completed. All immunizations up to date.,M. Johnson
82.0,409,131,2024-07-10,assessment,Parent-child visit supervised. Positive interaction observed.,A. Williams
82.0,409,131,2024-09-27,court,Medical examination completed. All immunizations up to date.,K. Brown
82.0,409,131,2024-06-17,review,Parent-child visit supervised. Positive interaction observed.,R. Davis
22.0,195,132,2024-01-12,assessment,Child expressed desire to maintain contact with siblings.,M. Johnson
22.0,195,132,2023-02-06,court,Medical examination completed. All immunizations up to date.,K. Brown
22.0,195,132,2025-07-21,court,Parent-child visit supervised. Positive interaction observed.,A. Williams
22.0,195,132,2024-11-10,court,Court hearing scheduled for next month regarding permanency.,A. Williams
22.0,195,132,2024-02-01,court,Educational needs assessment conducted. IEP recommended.,A. Williams
259.0,185,133,2025-07-26,service,Initial assessment completed. Child appears safe in current placement.,K. Brown
259.0,185,133,2025-03-18,court,Court hearing scheduled for next month regarding permanency.,K. Brown
259.0,185,133,2025-09-16,visit,Parent-child visit supervised. Positive interaction observed.,M. Johnson
259.0,185,133,2025-08-20,court,Safety concerns noted during home visit. Follow-up required.,J. Smith
259.0,185,133,2025-05-25,service,Safety concerns noted during home visit. Follow-up required.,R. Davis
259.0,185,133,2025-07-25,assessment,Case review meeting held with team. Progress toward goals noted.,R. Davis
259.0,185,133,2025-06-24,visit,Monthly visit conducted. Child is adjusting well to school.,M. Johnson
259.0,185,133,2025-04-14,service,Case review meeting held with team. Progress toward goals noted.,K. Brown
259.0,185,133,2025-11-02,service,Educational needs assessment conducted. IEP recommended.,M. Johnson
259.0,185,134,2025-04-23,visit,Initial assessment completed. Child appears safe in current placement.,A. Williams
259.0,185,134,2025-01-11,service,Therapeutic services initiated. Child responding well to counseling.,J. Smith
259.0,185,134,2025-07-31,visit,Safety concerns noted during home visit. Follow-up required.,K. Brown
259.0,185,134,2024-09-06,review,Therapeutic services initiated. Child responding well to counseling.,R. Davis
259.0,185,134,2024-10-25,service,Parent-child visit supervised. Positive interaction observed.,A. Williams
259.0,185,134,2025-10-15,review,Medical examination completed. All immunizations up to date.,A. Williams
259.0,185,134,2024-04-26,visit,Safety concerns noted during home visit. Follow-up required.,A. Williams
96.0,221,135,2025-05-07,assessment,Safety concerns noted during home visit. Follow-up required.,K. Brown
131.0,221,135,2023-11-22,court,Safety concerns noted during home visit. Follow-up required.,M. Johnson
125.0,221,135,2025-02-24,court,Case review meeting held with team. Progress toward goals noted.,J. Smith
29.0,221,135,2023-08-24,service,Child expressed desire to maintain contact with siblings.,K. Brown
131.0,221,135,2025-07-06,visit,Medical examination completed. All immunizations up to date.,J. Smith
230.0,221,135,2025-10-23,court,Initial assessment completed. Child appears safe in current placement.,R. Davis
29.0,221,135,2024-06-23,review,Safety concerns noted during home visit. Follow-up required.,R. Davis
125.0,221,135,2024-08-18,review,Safety concerns noted during home visit. Follow-up required.,J. Smith
29.0,221,135,2025-04-24,review,Monthly visit conducted. Child is adjusting well to school.,R. Davis
29.0,221,135,2025-06-10,review,Court hearing scheduled for next month regarding permanency.,R. Davis
188.0,53,136,2025-10-28,review,Parent-child visit supervised. Positive interaction observed.,J. Smith
188.0,53,136,2025-10-10,service,Educational needs assessment conducted. IEP recommended.,M. Johnson
188.0,53,136,2025-11-07,visit,Court hearing scheduled for next month regarding permanency.,R. Davis
188.0,53,136,2025-09-28,review,Child expressed desire to maintain contact with siblings.,J. Smith
95.0,306,137,2024-01-11,visit,Case review meeting held with team. Progress toward goals noted.,K. Brown
76.0,306,137,2022-06-21,assessment,Safety concerns noted during home visit. Follow-up required.,K. Brown
